nic_code,nic_description
43229,"Other plumbing, heat and air conditioning activities n.e.c."
43291,"Installation of elevators, escalators"
43292,"Installation of thermal, sound or vibration insulation system in buildings"
43299,Other construction projects n.e.c.
43301,"Installation of doors, windows, door and window frames, fitted kitchens, of"
43302,"Interior completion such as ceilings, wooden wall coverings, movable"
43303,"Interior and exterior painting, glazing, plastering and decorating of buildings"
43309,Other building completion and finishing
43900,Other specialized construction activities
45101,"Wholesale and retail sale of new vehicles (passenger motor vehicles,"
45102,Wholesale and retail sale of used motor vehicles
45200,Maintenance and repair of motor vehicles
45300,Sale of motor vehicle parts and accessories
45401,"Wholesale or retail sale of new motorcycles, mopeds, scooters and three"
45402,"Wholesale or retail sale of parts and accessories of motorcycles, mopeds,"
45403,"Maintenance and repair of motor cycles, mopeds, scooters and three"
46101,"Activities of commission agents, brokers dealing in wholesale trade of"
46102,"Activities of commission agents dealing in wholesale trade inwood, paper,"
46103,Activities of commission agents dealing in wholesale trade in machinery &
46109,Activities of other commission agents n.e.c. (including commission agents
46201,Wholesale of cereals & pulses
46202,"Wholesale of un-manufactured tobacco, paan (betel leaf), opium, ganja,"
46203,Wholesale of live animals and poultry
46204,"Wholesale of straw, fodder & other animal/poultry feed"
46205,Wholesale of flowers and plants
46206,"Wholesale of hides, skins and leather"
46207,Wholesale of oilseed oleaginous fruits
46208,Wholesale of sugarcane
46209,Whole sale of other agriculture raw materials n.e.c.
46301,Wholesale of fruits & vegetables
46302,Wholesale of raw milk & dairy products
46303,"Wholesale of meat, fish & eggs"
46304,"Wholesale of confectionery, bakery products and beverages other than"
46305,"Wholesale of edible oils, fats, sugar and processed/manufactured spices"
46306,"Wholesale of tea, coffee & cocoa"
46307,Wholesale of manufactured tobacco & tobacco products
46308,Wholesale of intoxicants like wines and liquors
46309,Wholesale of other basic/manufactured food stuffs n.e.c.
46411,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing,"
46412,Wholesale of umbrella and clothing accessories
46413,Wholesale of footwear
46419,Wholesale of other clothing items n.e.c.
46491,"Wholesale of toiletry, perfumery and cosmetics"
46492,"Wholesale of metal, porcelain and glass utensils; crockery and chinaware"
46493,Wholesale of furniture and fixtures
46494,"Wholesale of watches, clocks and optical goods"
46495,"Wholesale of recorded audio or video tapes, CDs and DVDs"
46496,"Wholesale of paper and other stationery items; books, magazines and"
46497,Wholesale of pharmaceutical and medical goods
46498,Wholesale of precious metals and jewellery
46499,"Wholesale of other households goods, n.e.c. [Includes wholesale of"
46511,Wholesale of computers and computer peripheral equipment
46512,Wholesale of software
46521,"Wholesale of electronic valves and tubes, semiconductor devices, microchips,"
46522,"Wholesale of radio, television and other consumer electronics including CD/"
46523,"Wholesale of blank audio and video tapes and diskettes, magnetic and optical"
46524,"Wholesale of telephone, mobile phone and communications equipment and"
46529,Wholesale of other electronic equipments and parts thereof
46531,Wholesale of tractors used in agriculture and forestry
46532,"Wholesale of ploughs, manure spreaders, seeders, harvesters, threshers"
46533,"Wholesale of milking machines, poultry-keeping machines, bee-keeping"
46539,Wholesale of other agriculture machinery n.e.c.
46591,"Wholesale of office machinery and equipment, except computers and"
46592,"Wholesale of transport equipment except motor vehicles, motorcycles and"
46593,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
46594,Wholesale of construction and civil engineering machinery and equipment
46595,"Wholesale of machinery and equipment for the textile, wood and metal"
46596,"Wholesale of scientific, medical and surgical machinery and equipment"
46599,"Wholesale of other machinery, equipment and supplies n.e.c. including"
46610,"Wholesale of solid, liquid and gaseous fuels and related products"
46620,Wholesale of metals and metal ores
46631,Wholesale of wood in the rough and products of primary processing of
46632,"Wholesale of construction materials (sand, gravel etc.)"
46633,Wholesale of hardware and sanitary fittings and fixtures and flat glass
46634,"Wholesale of paints, varnishes, and lacquers"
46639,Wholesale of other construction equipment n.e.c.
46691,"Wholesale of industrial chemicals,"
46692,Wholesale of fertilizers and agrochemical products
46693,Wholesale of plastic materials in primary forms
46694,Wholesale of rubber
46695,Wholesale of textile fibres etc.
46696,Wholesale of paper in bulk
46697,Wholesale of precious stones
46699,Wholesale of metal and non-metal waste and scrap n.e.c.
46901,Wholesale trade via e-commerce excluding activities of commission agents
46909,Other non-specialised wholesale trade n.e.c.
47110,"Retail sale in non-specialized stores with food, beverages or tobacco"
47190,Other retail sale in non-specialized stores
47211,"Retail sale of cereals and pulses, tea, coffee, spices and flour"
47212,Retail sale of fresh or preserved fruit and vegetables
47213,"Retail sale of meat, meat products, poultry products, fish, other seafood and"
47214,"Retail sale of bakery products, dairy products and eggs"
47215,Retail sale of sugar confectionery and sweetmeat
47219,Retail sale of other food products n.e.c.
47221,Retail sale of alcoholic beverages not consumed on the spot
47222,Retail sale of non-alcoholic beverages including icecream not for
47230,Retail sale of tobacco products in specialized stores
47300,Retail sale of automotive fuel in specialized stores [includes the activity of
47411,Retail sale of computers and computer peripherals
47412,Retail sale of video games
47413,Retail sale of non-customized software
47414,Retail sale of telecommunication equipment
47420,Retail sale of audio and video equipment in specialized stores
47510,Retail sale of textiles in specialized stores
47521,"Retail sale of building material such as bricks, wood, sanitary equipment"
47522,"Retail sale of hardware including paints, varnishes and lacquers and do-it-"
47523,Retail sale of glass
47531,"Retail sale of carpets, rugs, curtains and net curtains"
47532,Retail sale of wallpaper and floor coverings
47591,Retail sale of household furniture
47592,"Retail sale of household utensils and cutlery, crockery, glassware, china and"
47593,"Retail sale of gas stoves, cooking/kitchen appliances"
47594,"Retail sale of refrigerators, washing machines and other electrical/electronic"
47595,Retail sale of musical instruments
47599,"Retail sale of other household appliances n.e.c. ( security systems, such"
47611,Retail sale of books of all kinds
47612,Retail sale of newspapers and magazines
47613,"Retail sale of stationery office supplies such as pens, pencils, paper etc."
47620,Retail sale of music and video recordings in specialized stores
47630,Retail sale of sporting equipment in specialized stores
47640,Retail sale of games and toys in specialized stores
47711,"Retail sale of readymade garments, hosiery goods, other articles of clothing"
47712,Retail sale of articles of fur and artificial fur
47713,Retail sale of footwear
47714,Retail sale of leather goods and travel accessories of leather and leather
47721,"Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet"
47722,Retail sale of perfumery and cosmetic articles
47731,"Retail sale of photographic, optical and precision equipment"
47732,Retail sale of watches and clocks
47733,Retail sale of jewellery and immitation jewellery
47734,"Retail sale of flowers, plants, pet animals and pet food"
47735,"Retail sale of souvenirs, craftwork and religious articles, stamps and coins"
47736,"Retail sale of household fuel oil, bottled gas, coal and fuel wood"
47737,"Retail sale of seeds, fertilisers, pesticides, machinery equipments and hand"
47738,Activities of commercial art galleries
47739,Other retail sale of new goods in specialized stores n.e.c (weapons and
47740,Retail sale of second-hand goods
47810,"Retail sale via stalls and markets of food, beverages and tobacco products"
47820,"Retail sale via stalls and markets of textiles, clothing and footwear"
47890,Retail sale via stalls and markets of other goods
47911,Retail sale via mail order houses
47912,Retail sale via e-commerce
47990,"Other retail sale not in stores, stalls or markets"
49110,Passenger rail transport
49120,Freight rail transport
49211,Urban or suburban passenger bus transport (excluding chartered bus)
49212,Urban or suburban tramways
49213,Urban or suburban underground or elevated rillways
49219,Other urban or suburban passenger transport n.e.c.
49221,Long-distance bus services
49222,"Charters, excursions and other occasional coach services"
49223,Rental of private cars with driver
49224,Taxi operation
49225,Operation of school buses and buses for transport of employees
49226,Passenger transport by man- or animal-drawn vehicles
49229,Other non urban passenger land transport n.e.c.
49231,Motorised road freight transport
49232,Non-motorised road freight transport
49300,Transport via pipeline
50111,Sea and coastal ferry service
50112,"Sea and coastal water cruise, water taxis and other sight seeing boats"
50113,Sea and coastal long distance water transport
50119,Other sea and coastal water transport n.e.c.
50120,Sea and coastal freight water transport
50211,River ferry service
50212,"River cruise, water taxi, boat services"
50213,Long distance river water transport
50219,Other inland water transport n.e.c.
50220,Inland freight water transport
51101,Passenger airways
51102,Helicopter services
51109,Other passenger air-transport n.e.c
51201,Freight air transport services
51202,Launching of satellites and space vehicles and space transport
52101,Warehousing of refrigerated (cold storage)
52102,Warehousing non-refrigerated
52109,Storage and warehousing n.e.c.[Includes general merchandise warehouses
52211,Car parking including motorcycle and bicycle parking
52212,"Support service at railway stations, bus stations, bridges etc."
52213,Switching and shunting
52219,Other land transport services n.e.c
52220,Service activities incidental to water transportation
52231,"Activities related to air transport of passengers, animals or freight"
52232,Firefighting and fire-prevention services at airports
52241,Cargo handling incidental to land transport
52242,Cargo handling incidental to water transport
52243,Cargo handling incidental to air transport
52291,Activities of travel agents and tour operators
52292,Activities of shipping cargo agents
52293,Activities of movers and packers
52294,Weighing of goods
53100,Postal activities
53200,Courier activities
55101,"Hotels and Motels, inns, resorts providing short term lodging facilities;"
55102,Provision of short term lodging facilities to members of a particular
55109,"Provision of short stay accommodation n.e.c. (e.g. holiday homes, private"
55200,"Camping grounds, recreational vehicle parks and trailer parks"
55901,"Accommodation provided by student residences, school dormitories"
55902,Worker hostels and boarding houses
56101,Restaurants without bars
56102,"Cafeterias, fast-food restaurants and other food preparation in market stalls"
56103,"Ice cream mobile vendors, mobile food carts"
56104,"Restaurant and bar activities connected to transportation, when carried out"
56210,Event catering
56291,Activities of food service contractors (e.g. for transportation companies)
56292,"Operation of canteens or (e.g. for factories, offices, hospitals or schools) on"
56301,Bars and Restaurants with bars
56302,Tea/coffee shops
56303,Fruit juice bars
56304,Mobile beverage vendors
58111,"Publishing of books, brochures, leaflets and similar publications, including"
58112,"Publishing of atlases, maps and charts"
58113,Publishing of audio books
58121,Publishing of mailing lists and telephone directories
58122,"Publishing of other directories and compilations, such as case law,"
58131,Publishing of newspapers
58132,Publishing of journals and periodicals
58191,On-line publishing of statistics and other information
58199,Other publishing activities (including on-line) n.e.c.
58201,Publishing of operating systems and system software
58202,Publishing of operating business and other applications
58203,Publishing of computer games for all platforms
59111,Production of motion picture
59112,Video production
59113,Production of television programmes or television commercials
90000,59121
59122,Post production activities of television programmes or television
59123,Post production activities of video production
59131,Motion picture distribution
59132,"Distribution of video tapes, CD and DVDs"
59133,Distribution of television programme
59141,"Motion picture or video tape projection in cinemas, in the open air or in"
59142,Activities of cine-clubs
59201,Activities of sound recording in studio or elsewhere
59202,Activities of misic publishing
60100,Radio broadcasting
61101,"Activities of basic telecom services: telephone, telex and telegraph (includes"
61102,Maintenance of telecom network
61103,Activities of the cable operators
61104,Activities of providing internet access by the operator of the wired
61201,Activities of Internet access by the operator of the wireless infrastructure
61202,"Activities of maintaining and operating pageing, cellur and other"
61209,Activities of other wireless telecommunications activities
61301,Activity of Internet access by the operator of the satellite infrastructure
61309,Other satellite telecommunications activities
61900,Other telecommunications activities
62011,"Writing , modifying, testing of computer program to meet the needs of a"
62012,Web-page designing
62013,Providing software support and maintenance to the clients
62020,Computer consultancy and computer facilities management activities
62091,Software installation
62092,Computer disaster recovery
62099,Other information technology and computer service activities n.e.c
63111,Data processing activities including report writing
63112,Web hosting activities
63113,Providing general time-share mainframe facilities to clients
63114,Providing data entry services
63119,"Other data processing, hosting and related activities n.e.c."
63121,Operation of web sites that use a search engine to generate and maintain
63122,"Operation of other websites that act as portals to the Internet, such as media"
63910,News agency activities
63991,Telephone based information services
63992,Activities of cyber café
63999,Other information service activities n.e.c.
64110,Central banking
64191,"Monetary intermediation of commercial banks, saving banks. postal savings"
64192,Activities of specialized institutions granting credit for house purchases that
64199,Other monetary intermediation services n.e.c.
64200,Activities of holding companies
64300,"Trusts, funds and other financial vehicles"
64910,Financial leasing
64920,Other credit granting
64990,"Other financial service activities, except insurance and pension funding"
65110,Life insurance
65120,Non-life insurance
65020,Reinsurance
65300,Pension funding
66110,Administration of financial markets
66120,Security and commodity contracts brokerage
66190,Activities auxiliary to financial service activities n.e.c.
66210,Risk and damage evaluation
66220,Activities of insurance agents and brokers
66290,Other activities auxiliary to insurance and pension funding
66301,Management of mutual funds
66302,Management of pension funds
66309,Management of other investment funds
68100,Real estate activities with own or leased property
68200,Real estate activities on a fee or contract basis
69100,Legal activities
69201,"Accounting, bookkeeping and auditing activities"
69202,Tax consultancy
70100,Activities of head offices
70200,Management consultancy activities
71100,Architectural and engineering activities and related technical consultancy
71200,Technical testing and analysis
72100,Research and experimental development on natural sciences and
72200,Research and experimental development on social sciences and humanities
73100,Advertising
73200,Market research and public opinion polling
74101,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture"
74102,Activities of interior decorators
74103,Services of graphic designers
74109,Other specialized design activities n.e.c.
74201,Commercial and consumer photograph production
74202,Photographic film processing
74203,Activities of photojournalists
74204,Microfilming of documents
74209,Other photographic activities
74901,Business brokerage activities
74902,Patent brokerage activities
74903,Weather forecasting activities
74904,Security consulting
74909,"Other professional, scientific and technical activities n.e.c."
75000,Veterinary activities
77100,Renting and leasing of motor vehicles
77210,Renting and leasing of recreational and sports goods
77220,Renting of video tapes and disks
77291,"Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils,"
77292,"Renting of books, journals and magazines"
77293,"Renting of jewellery, musical instruments, scenery and costumes"
77294,"Renting of textiles, wearing apparel, footwear, sleeping bag, rucksack,"
77299,Renting of other personal and household goods n.e.c.
77301,"Renting and operational leasing, without operator, of other machinery and"
77302,Renting and operational leasing of agricultural and forestry machinery and
77303,Renting and operational leasing of construction and civil-engineering
77304,Renting and operational leasing of office machinery and equipment without
77305,Renting and operational leasing of land-transport equipment (other than
77306,Renting and operational leasing of water-transport equipment without
77307,Renting and operational leasing of air transport equipment without operator
77308,Renting of other tangible goods with out operator (includes renting of
77309,Renting and leasing of other machinery and equipment n.e.c. without
77400,Leasing of nonfinancial intangible assets
78100,Activities of employment placement agencies
78200,Temporary employment agency activities
78300,Human resources provision and management of human resources functions
79110,Travel agency activities
79120,Tour operator activities
79900,Other reservation service and related activities
80100,Private security activities
80200,Security systems service activities
80300,Investigation activities
81100,Combined facilities support activities
81210,General cleaning of buildings
81291,"Cleaning of trains buses, planes etc."
81292,Cleaning of industrial machinery
81299,Other building and industrial cleaning activities
81300,Landscape care and maintenance service activities
82110,Combined office administrative service activities
82191,"Photocopying, duplicating and bluprinting services"
82192,"Document preparation, typing, word processing and desktop publishing"
82199,Other specialised office support services activities
82200,Activities of call centres
82300,Organization of conventions and trade shows
82910,Activities of collection agencies and credit bureaus
82920,Packaging activities
82990,Other business support service activities n.e.c.
84111,General public service activities relating to executive
84112,General public service activities relating to legislation
84119,General public service activities n.e.c.
84121,Regulatory agencies relating to health
84122,Regulatory agencies relating to education
84129,Regulatory agencies relating to other social services n.e.c. excluding social
84130,Regulation of and contribution to more efficient operation of businesses
84210,Foreign affairs
84220,Defence activities
88230,Public order and safety activities
84300,Compulsory social security activities
85101,Pre-primary education (education preceding the first level)
85102,Primary education (education at the first level)
85103,Provision of literacy programmes for adults at primary level
85104,Special education for handicapped students at primary lavel
85109,Other primary education activities n.e.c.
85211,General school education in the first stage of the secondary level (up to X th
85212,General school education in the second stage of the secondary level (Senior/
85213,Special education for handicapped students at first stage or second stage of
85221,Technical and vocational education below the level of higher education
85222,Technical and vocational education for handicapped students below the
85223,Professional motor driving school
85301,"Higher education in science, commerce, humanity and fine arts leading to a"
85302,Higher education in engineering / other technical courses leading to a
85303,Higher education in medical/bio-technology and related courses leading to a
85304,Higher education in management courses leading to a degree or equivalent
85305,Higher education in law leading to a degree or equivalent
85306,Higher education in other professional/ vocational courses leading to a
85307,Higher education not leading to a degree or equivalent
85410,Sports and recreation education
85420,Cultural education
85491,Academic tutoring services
85492,Professional examination review courses
85493,Flying school
95494,Motor driving school (non-professional)
85499,Other educational services n.e.c.
85500,Educational support services
86100,Hospital activities
86201,Medical practice activities
86202,Dental practice activities
86901,Activities of Ayurveda practitioners
86902,Activities of Unani practitioners
86903,Activities of homeopaths
86904,"Activities of nurses, masseures, physiotherapists or other para-medical"
86905,Activities of independent diagnostic/pathological laboratories
86906,Activities of independent blood banks
86909,Other human health activities n.e.c. (including independent ambulance
87100,Nursing care facilities
87200,"Residential care activities for mental retardation, mental health and substance"
87300,Residential care activities for the elderly and disabled
87900,Other residential care activities n.e.c.
88100,Social work activities without accommodation for the elderly and disabled
88900,Other social work activities without accommodation n.e.c.
90001,Stage production and related activities
90002,Operation of concert and theatre halls and other arts facilities
90003,"Activities of sculptors, painters, cartoonists, engravers, etchers etc."
90004,"Activities of individual writers, for all subjects including fictional writing,"
90005,Activities of independent journalists
90006,Activities of restoring of works of art such as paintings etc.
90009,Other creative arts and and entertainment activities
91010,Library and archives activities
91020,Museums activities and operation of historical sites and buildings
91030,Botanical and zoological gardens and nature reserves activities
92001,Wholesale of lottery tickets
92002,Retail sale of lottery tickets
92009,Other gambling and betting activities
93110,Operation of sports facilities
93120,Activities of sports clubs
93190,Other sports activities
93210,Activities of amusement parks and theme parks
93290,Other amusement and recreation activities n.e.c.
94110,Activities of business and employers membership organisations
94120,Activities of professional membership organizations
94200,Activities of trade unions
94910,Activities of religious organizations
94920,Activities of political organizations
94990,Activities of other membership organizations n.e.c.
95111,Repair and maintenance of computer and peripheral equipment
95112,Repair and maintenance of automated terminals like automatic teller
95120,Repair of communication equipment
95210,Repair of consumer electronics
95221,"Repair and servicing of household appliances ( refrigerators, stoves, washing"
95222,"Repair and servicing of home and garden equipment such lawn mowerrs,"
95230,Repair of footwear and leather goods
95240,Repair of furniture and home furnishings
95291,Repair of bicycles
95292,Repair and alteration of clothing
95293,Repair and alteration of jewellery
95294,"Repair of watches, clocks and their parts"
95295,Repair of musical instruments
95299,Repair of other personal and household goods n.e.c.
96010,Washing and (dry-) cleaning of textile and fur products
96020,Hairdressing and other beauty treatment
96030,Funeral and related activities
96091,"Social activities such as escort services, marriage bureaus"
96092,"Pet care services such as boarding, grooming and training pets etc."
96903,"Shoe shiners, porters, valet car parkers etc."
96904,"Coin-operated personal service machines such as photo booths, weighing"
96905,"Activities of sauna and steam baths, massage salons etc."
96906,Astrological and spiritualists’ activities
96907,"Activities of aaya, dhai, governess, baby sitter etc."
96908,"General household maintenance activities like grooming of the floor, dusting,"
97000,Activities of households as employers of domestic personnel
98100,Undifferentiated goods-producing activities of private households for own
98200,Undifferentiated service-producing activities of private households for own
99000,Activities of extraterritorial organizations and bodies
